grupo,categoria,tipo_producto,titulo,pais,revista,ISSN,ano,vol,fasc,pags,autores
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Capacidad intelectual en niños, niñas y adolescentes diagnosticados con TDAH",Colombia,TEMPUS PSICOLÓGICO,2619-6336,2018,2,,64 - 87,ANYERSON STITHS GOMEZ TABARESNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,¿IDENTIDAD VERDADERA O IDEALIZADA? PROYECCIÓN DE LA IDENTIDAD EN FACEBOOK,Colombia,Funlam Journal of Student's Research of Student's Research,2500-7858,2018,1,3,17 - 30,KATY LUZ MILLAN OTERONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Periódico de noticias,¿Qué tan informados están los empleadores a la hora de contratar personas con diversidad funcional?,Colombia,Psyconex,2145-437X,2018,10,16,1 - 27,SANDRA ISABEL MEJIA ZAPATANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Rasgos de personalidad de un grupo de videojugadores en la ciudad de Manizales,Colombia,TEMPUS PSICOLÓGICO,2619-6336,2018,1,,107 - 125,ANYERSON STITHS GOMEZ TABARESNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Medellín, una ciudad de contrastes desde los ojos de sus jóvenes",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2017,32,,83 - 93,HEIDI SMITH PULIDO VARONNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,PERCEPCIONES DOCENTES RESPECTO A LA DIVERSIDAD FUNCIONAL,Colombia,Funlam Journal  of Students´ Research,2500-7858,2017,2,N/A,117 - 126,SANDRA ISABEL MEJIA ZAPATANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Red Colombiana de Historia de la Salud Mental: trayectoria e internacionalización,Colombia,Salus. Historia de la Salud,2463-0519,2016,2,1,85 - 87,JAIRO GUTIERREZ AVENDANONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Percepción de legalidad en la población rural del Altiplano del Oriente Antioqueño,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2016,19,,211 - 215,"NORMAN DARIO MORENO CARMONA, NICOLASA MARIA DURAN PALACIO, SONIA NATALIA COGOLLO OSPINANA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Imaginarios sociales de 27 jóvenes de grado 11 sobre Medellín la más Educada, en una institución educativa del nororiente de la ciudad: Institución Educativa Ramón Múnera Lopera",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,31,,109 - 120,HEIDI SMITH PULIDO VARONNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Ser mujer: entre la maternidad y la identidad,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,31,,306 - 313,DORA LILIANA OSORIO TAMAYONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Facebook, the social Mark(a) of the 21st century",Colombia,Funlam Journal  of Students´ Research,2500-7858,2016,1,1,15 - 18,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Facebook: la Mark(a) de lo social en los albores del siglo XXI,Colombia,Funlam Journal  of Students´ Research,2500-7858,2016,1,1,11 - 14,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Las deficiencias en lectoescritura de los universitarios. Una cadena de responsabilidades [Editorial],Reino Unido,Senderos Pedagógicos,2145-8243,2016,7,7,11 - 15,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Literacy deficiencies in University students. A chain of responsibilities,Colombia,Senderos Pedagógicos,2145-8243,2016,7,7,17 - 21,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Fortalezas internas y externas que influyen en el desarrollo positivo de jóvenes mexicanos y colombianos,México,Revista Del Congreso Mexicano De Psicología,2007-9222,2015,"NA",,89 - 90,"NORMAN DARIO MORENO CARMONA, ALEXANDER ALVIS RIZZO, DIANA BETANCOURTH OCAMPO, ALEJANDRO GONZALEZ GONZALEZNA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Desarrollo positivo en jóvenes mexicanos y colombianos,México,Revista Del Congreso Mexicano De Psicología,2007-9222,2015,"NA",,86 - 88,"NORMAN DARIO MORENO CARMONA, ALEXANDER ALVIS RIZZO, PATRICIA ANDRADE PALOS, CARLOS OMAR SANCHEZ XICOTENCATLNA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Fortalezas internas y externas que protegen a los adolescentes de las conductas de riesgo: Comparación México-Colombia,México,Revista Del Congreso Mexicano De Psicología,2007-9222,2015,"NA",,88 - 89,"NORMAN DARIO MORENO CARMONA, ALEXANDER ALVIS RIZZO, DIANA BETANCOURTH OCAMPO, PATRICIA ANDRADE PALOSNA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Una mirada panorámica al cine colombiano,Colombia,Revista Universitaria Luis Amigó,2382-3410,2015,2,2,233 - 238,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Psicología Social desde el otro lado del Atlántico,España,Boletín Sceps,2387-0281,2015,5,,20 - 24,MONICA ALZATE GARCIANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"De la psicología estética en la ""Modernidad líquida""",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2015,29,29,1 - 6,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,La ciencia pierde la armonía [Editorial],Colombia,Perseitas,2346-1780,2015,3,1,7 - 11,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Segundo Conde como ideal político en Samper: a propósito de la novela Florencio Conde,Colombia,Revista Universitaria Luis Amigó,2382-3410,2015,2,1,32 - 42,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Ética del Cuidado: Una voz diferente,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2015,2,N/A,12 - 21,NICOLASA MARIA DURAN PALACIONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,La práctica profesional en el Programa de Psicología de la Fundación Universitaria Luis Amigó: entre el ser y el hacer.,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2014,28,28,1 - 8,ALEXANDER RODRIGUEZ BUSTAMANTENA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,La proyección social en el Programa de Psicología de la Funlam: para la gente y con la gente.,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2014,28,28,1 - 11,ALEXANDER RODRIGUEZ BUSTAMANTENA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Concepcions sobre la relació entre transtorn mental i perillositat: implicacions en la pràctica psicològica,España,Anuari De Psicologia De La Societat Valenciana De Psicologia,1135-1268,2014,16,2,55 - 74,"TATIANA ANDREA CANO ISAZA, SONIA NATALIA COGOLLO OSPINANA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,El miedo como estrategia de marketing en los seguros de vida y de accidentes,Colombia,Revista Universitaria Luis Amigó,2382-3410,2014,1,1,33 - 41,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Imaginando un saber sobre el Alma con María Zambrano,Colombia,Revista Universitaria Luis Amigó,2382-3410,2014,1,N/A,25 - 32,NICOLASA MARIA DURAN PALACIONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Cóndores no entierran todos los días: cuando matar se convirtió en ""cuestión de principios""",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2013,N/A,26,1 - 7,SONIA NATALIA COGOLLO OSPINANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Problematizando la Psicología del Desarrollo desde el Enfoque de las Capacidades de Martha Nussbaum,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2013,26,N/A,1 - 6,NICOLASA MARIA DURAN PALACIONA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,El Bullying y el Suicidio en el Escenario Universitario,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2013,4,N/A,298 - 310,JOHN JAIRO GARCIA PENANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Inclusión social: de una homogenización que recluye a la equidad liberadora,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó,0123-9864,2013,22,,7 - 14,NORMAN DARIO MORENO CARMONANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,El lugar de la teoría de foucault sobre el sujeto y de la reflexión sobre la contemporaneidad en la comprensión de la enfermedad mental y del ejercicio clínico psicológico: una revisión conceptual,Colombia,En-Clave Social,2256-3911,2013,2,1,84 - 103,RICARDO ALBERTO ANDRADE RODRIGUEZNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Periódico de noticias,El Suicidio: un enfoque psicosocial,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2012,3,2,316 - 339,JAIME ALBERTO CARMONA PARRANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Acompañamiento familiar durante el tratamiento de pacientes con diagnóstico de enfermedad mental,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2012,5,N/A,56 - 71,"DANIELA CARDONA PATINO, VANESSA ANDREA ZULETA GUZMAN, LAURA  LONDONO BERNAL, LUZ ANGELA RAMIREZ NIETO, EDISON FRANCISCO VIVEROS CHAVARRIANA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Referencialidad de los padres contemporáneos,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2012,12,,1 - 7,NORMAN DARIO MORENO CARMONANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Expresiones infantiles de agresividad en contextos educativos. Una interpretación desde la Psicología Dinámica y las relaciones familiares,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2012,4,,13 - 38,LAURA VICTORIA LONDONO BERNALNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Una Psicología Preteórica. Algunas reflexiones sobre la introducción y el primer capítulo de los Prolegómenos para una Historia del concepto de tiempo de Heidegger,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2011,2,2,210 - 220,RICARDO ALBERTO ANDRADE RODRIGUEZNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Implicaciones clínicas del uso de los manuales diagnósticos,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2011,21,,1 - 6,"LAURA VICTORIA LONDONO BERNAL, CATALINA ECHEVERRI GALLO, ADRIANA ALVAREZ RESTREPONA"
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Psicología del Terrorismo: el nuevo malestar en la cultura,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2011,11,,1 - 8,NORMAN DARIO MORENO CARMONANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Epistemología y Abordajes en Psicología Dinámica (Psicoanálisis relacional),Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2011,2,1,36 - 65,RICARDO ALBERTO ANDRADE RODRIGUEZNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Desafíos y prioridades en el trabajo con jóvenes,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2010,20,,1 - 7,NORMAN DARIO MORENO CARMONANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Aproximaciones terapéuticas con sujetos criminales, una mirada desde la responsabilidad ética del sujeto",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2010,20,,1 - 6,LAURA VICTORIA LONDONO BERNALNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Análisis pragmalingüístico de una interacción verbal terapéutica,Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2010,1,1,68 - 77,RICARDO ALBERTO ANDRADE RODRIGUEZNA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,Lo Fundamental en la Relación Terapéutica,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2010,19,,1 - 8,NORMAN DARIO MORENO CARMONANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,¿Psicólogos de enfoque o psicólogos generales?,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,18,,1 - 9,NORMAN DARIO MORENO CARMONANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,¿Jóvenes en conflicto o crisis de adultos?,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2009,17,,1 - 9,NORMAN DARIO MORENO CARMONANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Hacia una clínica del vínculo (Mead, Freud, Pichón y Lacan)",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2007,14,,1 - 10,JAIME ALBERTO CARMONA PARRANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"El Interaccionismo Simbólico y la investigación del fenómeno de los niños desvinculados de los grupos armados ilegales en Colombia: Algunas consideraciones técnicas, metodológicas y epistemológicas.",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2006,12,,1 - 30,JAIME ALBERTO CARMONA PARRANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Interaccionismo Simbólico, perspectiva y método en el campo de la psicología social",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2006,12,,1 - 2,JAIME ALBERTO CARMONA PARRANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Enamoramiento Feminidad y Experiencia Mística, a propósito del Cántico Espiritual de San Juán de la Cruz",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2005,9,,2 - 4,JAIME ALBERTO CARMONA PARRANA
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Otros artículos publicados,Revista de divulgación,"Fundamentación Teórica, Metodológica y Operativa de la Línea de Investigación en Psicología Social y Salud Mental",Colombia,Textos Y Argumentos,1692-1135,2003,,,1 - 53,"UBERNEY MARIN TAMAYO, CRISTOBAL OVIDIO MUNOZ ARROYAVE, FABIAN OROZCO OROZCONA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Trayectoria dual en Colombia: Un estado de la cuestión entre la legislación, la educación y la competición",Brasil,Revista De Alesde,2238-0000,2021,13,1,17 - 38,JOSE TOMAS CORTES DIAZNA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Guardemos una esperanza,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2019,37,1,1 - 5,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,La ficción del hombre acerca del poder absoluto sobre la vida afectiva y las acciones. Una lectura desde Baruch Spinoza,Colombia,Revista Universidad Católica Luis Amigó,2590-7565,2019,3,1,218 - 224,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Familias educadoras e instrumentos de paz. Familia y escuela: un reto pendiente.,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2019,36,,27 - 45,"ALEXANDER RODRIGUEZ BUSTAMANTE, ALPIDIO DE JESUS JARAMILLO HENAO, MARIA DEL TRANSITO GIRALDO USMENA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Psicología del absurdo: la paradoja de la subjetividad.,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2019,36,,184 - 191,"WALTER BANOL LOPEZ, ALEXANDER RODRIGUEZ BUSTAMANTENA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,La educación y su componente ético: aprender a vivir juntos y aprender a ser,,Revista Universidad Católica Luis Amigó,2590-7565,2018,2,,156 - 166,"FABIAN HERRERA MORALES, ALEXANDER RODRIGUEZ BUSTAMANTENA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Familia homoparental, dinámicas familiares y prácticas parentales",Colombia,Revista Latinoamericana de Estudios de Familia,2215-8758,2018,10,2,51 - 70,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,El tiempo de la escritura,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2018,34,,139 - 151,"ALEXANDER RODRIGUEZ BUSTAMANTE, KELLY VARGAS GARCIA, ANA LUCIA CEBALLOS DUQUENA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Participación de la infancia en la construcción de competencias ciudadanas,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2018,21,1,159 - 164,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Deporte y entrenamiento deportivo como alternativas frente a la ""degeneración de la raza"" durante la primera mitad del siglo XX en Colombia",Colombia,Revista Ciencias Sociales y Educación,2590-7344,2018,7,13,89 - 110,JOSE TOMAS CORTES DIAZNA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,La experiencia de formación en intervención terapéutica: reflexiones suscitadas durante el entrenamiento de la Especialización en Terapia Familiar de la Universidad Católica Luis Amigó,Colombia,Funlam Journal  of Students´ Research,2500-7858,2018,31,N/A,74 - 85,LEDY MARYORY  BEDOYA  CARDONANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Educación y escuela: espacio para la ciudadanía, convivencias y diálogos",Colombia,(16920945) Poiésis: Revista Electrónica de Psicología Social,1692-0945,2018,35,,41 - 51,"GERMAN DARIO HERRERA SARAY, ALEXANDER RODRIGUEZ BUSTAMANTE, WALTER BANOL LOPEZNA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Apología a la diversidad. Sobre el caso del matrimonio de parejas homosexuales en Colombia,Colombia,Revista Universidad Católica Luis Amigó,2590-7565,2017,1,1,45 - 53,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Voz, palabra y escritura. La voz da sonido a la palabra hablada, la escritura le otorga una presencia física.",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2017,32,,149 - 157,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Erotismo consciente: una apuesta por la subversión del deseo ante el poder cultural hegemónico,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2017,20,1,96 - 100,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Pragmática de los casos de Terapia Familiar estructural de Salvador Minuchin,Colombia,Revista Universitaria Luis Amigó,2382-3410,2016,3,3,165 - 180,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Acercamiento a la noción de la paradoja planteada por Mara Selvini,Colombia,Revista Universitaria Luis Amigó,2382-3410,2016,3,2,149 - 164,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Convivencia escolar: una oportunidad para hacer feliz la permanencia en la escuela,Colombia,Encuentro Nacional De Investigación Memorias,2463-0004,2016,19,,92 - 100,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Escribir en la universidad,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,31,,178 - 187,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Periódico de noticias,Familias en Medellín se han unido al movimiento homeschooling,Colombia,Gente De Laureles,1900-6292,2016,622,,6 - 7,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"El acento en el discurso: el problema del ""tonito""",Colombia,Revista Textos Facultad De Educación 4° Jornadas Del Maestro Investigador,0123-8957,2016,12,20,35 - 44,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDANA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Desarrollo, sentimientos sociales y diálogo transformativo: una propuesta para la comprensión del proceso de DDR en Colombia",Colombia,Revista Universitaria Luis Amigó,2382-3410,2016,3,1,81 - 88,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDANA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Sobre la metáfora en Aristóteles,Colombia,Revista Universitaria Luis Amigó,2382-3410,2016,3,1,26 - 32,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Sobre la relevancia del resentimiento y la justicia,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,31,31,238 - 244,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Tú en tu casa, yo en la mía: parejas lat...",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,30,01,178 - 183,"ALEXANDER RODRIGUEZ BUSTAMANTE, CRISTINA MARIA GIRALDO HURTADO, LUZ NATALIA OCAMPO MEJIANA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"A propósito de la lectura, las palabras y las voces sobre el texto.",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,30,01,6 - 7,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Idea de pareja, a propósito del uso de la tecnología",Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,30,01,117 - 123,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,La reeducación en farmacodependencia: antes y después de una historia,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,30,01,145 - 150,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Vínculos familiares: dinámica relacional influyente en la personalidad del niño,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,30,01,138 - 144,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Sobre la dinámica familiar. Revisión documental,Colombia,"Revista Cultura, educación y sociedad",2389-7724,2015,6,2,-,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Periódico de noticias,Escribir desahogar y sanar,Colombia,Revista Yok,2011-785X,2015,1,,18 - 21,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Sentidos de desarrollo que poseen las familias en condición de desplazamiento,Colombia,Revista Universitaria Luis Amigó,2382-3410,2015,2,,94 - 105,MONICA MARIA ALVAREZ GALLEGONA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,El tiempo y la experiencia de la lectura,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2015,30,1,151 - 156,EDISON FRANCISCO VIVEROS CHAVARRIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Intervención psicopedagógica en aulas hospitalarias: hacia una pedagogía incluyente en contextos adversos,Colombia,Revista Infancia e Imágenes,1657-9089,2014,13,2,56 - 63,ALEXANDER RODRIGUEZ BUSTAMANTENA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,"Presupuesto participativo, liderazgo comunitario y participación comunitaria, ejes articuladores para el desarrollo social: Revisión documental",Colombia,Revista Colombiana De Ciencias Sociales,2216-1201,2014,5,1,100 - 122,DIANA ALVAREZ HENAONA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,Reacreditación del programa de psicología: una propuesta de calidad en clave Funlam.,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2014,27,27,1 - 14,"ALEXANDER RODRIGUEZ BUSTAMANTE, LUZ MARINA ARANGO GOMEZNA"
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,La educación física y el deporte en Colombia: Un diálogo entre la religión y la pedagogía en los inicios del siglo XX,Colombia,Revista Universitaria Luis Amigó,2382-3410,2014,1,1,50 - 62,JESUS MARIA PINILLOS GARCIANA
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Otros artículos publicados,Revista de divulgación,El maestro como arquitecto y constructor de pensamiento,Colombia,Revista Universitaria Luis Amigó,2382-3410,2014,1,1,63 - 68,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDA, LILIAM JOHANA MARROQUINNA"
