grupo,categoria,Nivel_Academico,Titulo,Pais,ano,Idioma,Medio_divulgacion,Sitio_Web,Nombre_del_Orientado,Programa_Academico,Institucion,Autores
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"BARRERAS QUE IMPIDEN EL DESARROLLO SOCIAL,POLITICO Y ECONOMICO DE LA POBLACION AFROCLOMBIANA PERTENECIENTE A LAS ORGANIZACIONES NELSON BANDELA Y OADEN DEL MUNICIPIO DE MONTERIA - CORDOBA",Colombia,2012,Español,Papel,,"LIBARDO MENA,SARA VELASQUEZ P,RODRIGO BERROCAL AGAMEZ",ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"PROYECTO DE CREACIÓN DE UNA EMPRESA DE CAPACITACIÓN Y SUMINISTRO DE PERSONAL PARA SERVICIOS DE REPARACIÓN Y MANTENIMIENTO DEL HOGAR UBICADA EN LA CUIDAD DE MONTERÍA, DEPARTAMENTO DE CÓRDOBA",Colombia,2012,Español,Internet,,"MARÍA MERCEDES DORIA PATERNINA,TANIA ARROYO DÍAZ,TANIA ROSA MONTOYA SANDOVAL",ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,CREACION DE UNA EMPRESA COMERCIALIZADORA DE PRODUCTOS ALIMENTICIOS (SOY BET) UBICADA EN LA CIUDAD DE MONTERIA-DEPARTAMENTO DE CORDOBA,Colombia,2012,Español,Internet,,"DANIEL  ENRIQUE YOLIS GONZALEZ,MARIO  GIOVANNI QUIÑONEZ TAFUR",ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,PROYECTO DE CREACION DE UNA EMPRESA PRODUCTORA Y COMERCIALIZADORA DE MIEL UBICADA EN EL MUNICIPIO DE SAHAGÚN-DEPARTAMENTO DE CÓRDOBA,Colombia,2012,Español,Internet,,"EDUARDO ERNESTO ELJACH HERNANDEZ,MAIDA MERCEDES MACEA GALVIZ,ANGELA INES SIERRA PADILLA",ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"Energia, Ecosistemas y Vida, Ciencias Naturales para la Basica primaria 5°",Colombia,2012,Español,Papel,,Nelson Petro Guevara,Ascenso en el Escalafon Docente,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Creacion de una empresa productora y comercializadora de miel de abeja ubicada en el municipio de Sahagun Cordoba,Colombia,2012,Español,Papel,,Eduardo Ernesto Eljach Hernandez-Maida Mercedes Macea Galvis-Angela Ines Sierra Padilla,Administracion de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,ANIBAL MONTIEL ENSUNCHO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Creacion de una empresa de produccion y comercializacion de productos del campo,Colombia,2012,Español,Papel,,Eileen Lopez Madrid,Administracion de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,ANIBAL MONTIEL ENSUNCHO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Creacion de una empresa de capacitacion y suministro de personal para la prestacion de los servicioos de reparacion y mantenimiento del hogar,Colombia,2012,Español,Papel,,Maria Mercedes Doria - Tania Arroyo Diaz- Tania Montoya Sandoval,Administracion de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,ANIBAL MONTIEL ENSUNCHO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,Barreras que impiden el desarrollo social politico y economico de la poblacion afrocolombiana pertenecientes a la organizacion nelson mandela y oaden del municipio de Monteria- Cordoba,Colombia,2012,Español,Papel,,Libardo Mena Mena- Sara Velazquez- Rodrigo Berrocal Agamez,Administracion de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,ANIBAL MONTIEL ENSUNCHO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Creacion de una empresa comercializadora de productos nutricionales,Colombia,2012,Español,Papel,,Mario Quiñones Tafur,Administracion de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,ANIBAL MONTIEL ENSUNCHO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,Impacto del centro de reeducacion de asomenores de Turbaco- Bolivar en el proceso de resocializacion de menores infractores,Colombia,2012,Español,Papel,,Idalid Correa Rojas- Monica Molina Bastidas- Maria Alejandra Lopez,Administracion de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,ANIBAL MONTIEL ENSUNCHO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Creación de Empresas de Produccion y Comercializacion del campo,Colombia,2012,Español,Papel,,Ellen Lopez Madrid,Administración de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,MANEJO DE LOS RESIDUOS SÓLIDOS PARA EL MEJORAMIENTO DE LA PROBLEMÁTICA AMBIENTAL EN LA INSTITUCIÓN EDUCATIVA CARLOS ADOLFO URUETA DEL MUNICIPIO DE AYAPEL.,Colombia,2011,Español,Papel,,SANTANDER HOYOS REGINO,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Intervención psicológica en ansiedad y depresión a pacientes con diagnostico medico de insuficiencia renal crónica que reciben tratamiento de hemodiálisis en unidad nefrosinu en la ciudad de Montería.,Colombia,2011,Español,Papel,,"Rosmira de la cruz,  Manuel D´ Luis G.,  Fany Moreno.",PSICOLOGIA  CLINICA,UNIVERSIDAD CATOLICA LUIS AMIGO,MARLON ANTONIO ARRIETA ALMARIO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estrategias para estimular valores y hábitos cotidianos en menores de 2 a 5 años con deprivación afectiva en el barrio canta claro de la ciudad de Montería.,Colombia,2011,Español,Papel,,Josefina López  Gonzales.,psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MARLON ANTONIO ARRIETA ALMARIO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,IMPLEMENTACION DE LOS INDICADORES DE GESTION EN EL AREA LOGISTICA DE DISPROLACTEOS,Colombia,2011,Español,Internet,,JORGE EDUARDO VELEZ CORREA,ADMINISTRACION DE EMPRESAS,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estrategia para estimular valores y hàbitos cotianos en menores de 2 a 5 años con deprtivacion psioafectiva en el Bario Cantaclaro.,Colombia,2011,Español,Papel,,Josefina Lòpez Gonzàlez.,Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Factores que impiden el exito del emprendimiento en las bandas musicales de la cabecera municipal de San Pelayo - Cordoba,Colombia,2011,Español,Papel,,Jose David Isaza - Andres Felipe Negrete Gomez,Administracion de Empresas,UNIVERSIDAD CATOLICA LUIS AMIGO,ANIBAL MONTIEL ENSUNCHO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,MEJORAMIENTO DEL AREA DEL TALENTO HUMANO EN LA CLINICA DEL NIÑO LTDA.,Colombia,2011,Español,Internet,,MAUREN PATRICIA GOMEZ NEGRETE,ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,IMPLEMENTACION DE INDICADORES DE GESTION EL EN AREA LOGISTICA DE DISPROLACTEOS,Colombia,2011,Español,Internet,,JORGE EDUARDO VELEZ CORREA,ADMINISTRACION DE EMPRESAS,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,MANIFESTACIONES PSICOAFECTIVAS PRESENTE EN MADRES CON HIJOS E HIJAS EN SITUACION DE DISCAPACIDAD COGNITIVA Y FISICA EN LA FUNDACION FUNDEINH: FUNDACION DE DESARROLLO INTEGRAL HUMANO UBICADA EN EL MUNICIPIO DE CERETE DEPARTAMENTO DE CORDOBA EN EL AÑO 2010-2011,Colombia,2011,Español,Papel,,ZITA ESTHER MESTRA PERNETT; NOHORA RODRIGUEZ ALVAREZ,Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ELENA CASTILLO HURTADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Manifestaciones psicoafectivas presentes en madres con hijos e hijas en situación de discacacidad cognitiva y física.,Colombia,2011,Español,Papel,,"Nohora Rodriges, Zita Mestra.",psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MARLON ANTONIO ARRIETA ALMARIO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,caracterizacion de las conductas sexogenitales en adolescente en edades de11 a 16 años de la ciudad de monteria,Colombia,2011,Español,Papel,,Maria Paulina Doria   y   Karen  Fernandez,psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MARLON ANTONIO ARRIETA ALMARIO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estudio descriptivo de la dependencia emocional en las areas psicológica emocional y conductuales en estudiantes universitarios de la fundación universitaria Luis Amigo.,Colombia,2011,Español,Papel,,"Yasmina Ballesteros , Diana Ramos, Katherine Toscano.",psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MARLON ANTONIO ARRIETA ALMARIO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Manifestaciones psicoafectivas presentes en madres con hijos en situacion de discapacidad cognitiva y fìsica.,Colombia,2011,Español,Papel,,"zita Mestra Pernett, Nohora Rodriguez Alvarez",Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Estudio descrptivo de la dependencia emocional en las àreas psicològicas, emocionales, y conductuales en estudiantes universitarios de la Fundaciòn Univeritaria Luis Amigò",Colombia,2011,Español,Papel,,"Yasmina Bllesteros Berrio, Diana Ramos  Villegas,Katerine Toscano Villegas.",Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Arteterapia.La Psicologìa del arte y su importancia terapèutica en l a rehabilitacion del deficit de atenciòn.,Colombia,2011,Español,Papel,,Berta Mass Nova,Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Caracterizaciòn de las conductas sexogenitales en adolescentes en edades de 11 a 16 años de la I.E.Guillermo Valencia de la ciudad de Monterìa.,Colombia,2011,Español,Papel,,"Maria Paulina Doria Escobar , Karen Fernandez Alvarez.",Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Conocimiento de los mètodos anticonceptivos en las adolescentes embarazadas y su relaciòn con la ideas irracionales, en el Barrio Santa Fè de la ciudad de Monterìa, año 2011.",Colombia,2011,Español,Papel,,"Eliana Murillo Brunal , Yoanis Portillo Gutierrez",Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,APLICACIÓN DE LAS TICs EN LA ENSEÑANZA DE LA CÉLULA A LOS ESTUDIANTES DEL GRADO 5º DE LA INSTITUCIÓN EDUCATIVA SANTA MARÍA DE MONTERÍA.,Colombia,2011,Español,Papel,,SANTANDER HOYOS REGINO,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,DESCRIPCIÓN DEL USO DE LA ENSEÑANZA PROBLÉMICA PARA FOMENTAR MAYOR MOTIVACIÓN HACIA LAS MATEMÁTICAS EN LOS ESTUDIANTES DEL GRADO 2º DE LA INSTITUCIÓN EDUCATIVA TREMENTINO ARRIBA DEL MUNICIPIO DE SAN CARLOS.,Colombia,2011,Español,Papel,,"IBIS BANDA, SANDRA LUNA Y CLAUDIA VERGARA",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,DISEÑO DE SOFTWARE EDUCATIVO PARA ENSEÑAR LA MULTIPLICACIÓN DE NÚMEROS NATURALES A LOS ESTUDIANTES DEL GRADO 2º DE LA INSTITUCIÓN EDUCATIVA EUGENIO SÁNCHEZ CÁRDENAS DEL MUNICIPIO DE SANTA CRUZ DE LORICA.,Colombia,2011,Español,Papel,,JOSÉ ARTEAGA VARGAS Y KAREN VARGAS DÍAZ,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,ENFOQUE PROBLÉMICO PARA POTENCIAR LAS INTELIGENCIAS MÚLTIPLES EN LAS NIÑAS DE EDUCACIÓN BÁSICA PRIMARIA DE LA INSTITUCIÓN EDUCATIVA LA INMACULADA DE MONTERÍA.,Colombia,2011,Español,Papel,,"DIANA GALARCIO, YADIRA MAJÚL Y WILFRED RAMOS",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,ESTRATEGIAS LÚDICO-DIDÁCTICAS PARA ELEVAR EL NIVEL DE APRENDIZAJE DE UNA SEGUNDA LENGUA (INGLÉS) EN LOS NIÑOS DEL GRADO 4º DEL INSTITUTO PESTALOZZI DE MONTERÍA.,Colombia,2011,Español,Papel,,"BLANCA HOYOS QUINTERO, MARÍA HERNÁNDEZ SEÑA Y DANNY RAMOS BENÍTEZ",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,EVALUACIÓN DE LA OBRA ESCRITA TITULADA: SEMILLERO DE CIENCIAS 4. CIENCIAS NATURALES PARA LA EDUCACIÓN BÁSICA. TEXTO DEL ESTUDIANTE.,Colombia,2011,Español,Papel,,CARMEN CECILIA GÓMEZ HERNÁNDEZ,Educación,UNIVERSIDAD CATOLICA LUIS AMIGO,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,GUÍA DE TRABAJO PARA EL DESARROLLO DE LA COMPRENSIÓN LECTORA EN NIÑOS DEL GRADO 3º DE LA INSTITUCIÓN EDUCATIVA SANTA CECILIA DE CRUCITO DEL MUNICIPIO DE TIERRALTA.,Colombia,2011,Español,Papel,,CARMEN CALDERÍN CUITIVA Y HAROLD RIVERO ESPITIA,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"LA ENSEÑANZA POR PROYECTO COMO ESTRATEGIA PARA QUE LOS ESTUDIANTES DEL GRADO 4º DE LA INSTITUCIÓN EDUCATIVA LETICIA, SEDE MARTINICA CONSTRUYAN CONOCIMIENTO.",Colombia,2011,Español,Papel,,YEINER GONZÁLEZ Y OTROS,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Actitudes que inciden en la violencia de género en parejas atendidas en la Comisaría de Familia Montería 2011.,Colombia,2011,Español,Papel,,"Miladys Sepulveda, Nohora Espitia, Lina Ramirez",Psicologia Social,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Caracterización del acoso entre pares (Bullying) de acuerdo al genero en menores escolarizados en la ciudad de Montería,Colombia,2011,Español,Internet,,"Sara, Diana y Angelica",Psicología,Universidad del Sinú - Elías Bechara Zainum,MARIA CLAUDIA DIAZ SOTOMAYOR
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Ansiedad ante los examenes y su relacion con el rendimiento academico en estudiantes universitarios,Colombia,2011,Español,Internet,,"Sara lucia Hoyos Pacheco, Diana Gonzalez Acosta, Angelica cabrales Polo",Psicología,Universidad del Sinú - Elías Bechara Zainum,MARIA CLAUDIA DIAZ SOTOMAYOR
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"CREACIÓN DE UNA EMPRESA PRESTADORA DE SERVICIOS DE LAVADO DE AUTOS Y BELLEZA, UBICADA EN LA CIUDAD DE MONTERÍA ¿ CÓRDOBA",Colombia,2011,Español,Internet,,"IBETH DURÁN PINTO,INGRID LÓPEZ DÍAZ",ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"La superstición, resultado de una problemática sociohistórica y cultural presente en la novela En chimá nace un santo de Manuel Zapata Olivella",Colombia,2011,Español,Papel,,,LICENCIATURA EN ESPAÑOL Y LITERATURA,UNIVERSIDAD DE CORDOBA,MAURICIO JAVIER BURGOS ALTAMIRANDA
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,PROYECTO PARA LA CREACIÓN DE UNA EMPRESA DESTINADA A OFRECER SERVICIOS INTEGRALES EN MONTERÍA,Colombia,2011,Español,Internet,,"HERLINDA MIRANDA BURGOS,SIRLEY MARIA CARO RAMOS,MABEL GARCÍA YANEZ",ADMINISTRACION,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,El uso de plantas con propiedades medicinales,Colombia,2011,Español,Papel,,"Silvia Otero Vilalobos,  Marìa Fernanda Quintero Lòpez, Mariela Chechua Tegria, Andrès Espitia Muñoz,Claudia Ramirez Asprilla, Eliana Meza Vertel.",Educacion Bsica con enfasis en Ciencias Sociales.,UNIVERSIDAD DE CORDOBA,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,INCIDENCIA DE LA POLITICA PUBLICA DE ATENCION INTEGRAL A LA POBLACION EN SITUACION DE DESPLAZAMIENTO EN ARAS DE OBTENER UNA ESTABILIZACION SOCIOECONOMICA DE LA COMUNIDAD DEL BARRIO VILLA CIELO DEL MUNICIPIO DE MONTERIA - CORDOBA,Colombia,2011,Español,Internet,,"LUZ ANGELICA LUGO OLIVARES,EDNA PATRICIA URRUTIA SALCEDO,ASTRID CECILIA PUCHE RUIZ",GERENCIA DE SERVICIOS SOCIALES,UNIVERSIDAD CATOLICA LUIS AMIGO,LACIDES DE JESUS CANAVERA GUZMAN
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"ECOLOGÍA REPRODUCTIVA DEL CHIPE (Hoplosternum magdalenae Eigenmann, 1913) EN LA CIÉNAGA GRANDE DE LORICA, COLOMBIA.",Colombia,2011,Español,Papel,,DAYANA DÍAZ SÁNCHEZ,ACUICULTURA,UNIVERSIDAD DE CORDOBA,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estado de la investigación formativa en el programa de la licenciatura en informática y medios audiovisuales: estudio de los referentes teóricos en el diseño de propuestas y modelos para la incorporación e integración de la informática y los medios audiovisuales en la educación,Colombia,2011,Español,Papel,,Piedad Paulina Petro Paternina y Eva Nurys Vanegas García,Licenciatura en Informática educativa y medios audiovisuales,UNIVERSIDAD DE CORDOBA,GLENIS BIBIANA ALVAREZ QUIROZ
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ESTUDIO QUÍMICO PRELIMINAR Y ACTIVIDAD INSECTICIDA Y ANTIALIMENTARIA DE LA ESPONJA MARINA (Cinachyrella kuekenthali) RECOLECTADA EN EL CARIBE CORDOBÉS.,Colombia,2011,Español,Papel,,EYLIN JIMÉNEZ VERGARA Y EDGAR RHENALS,QUÍMICA,UNIVERSIDAD DE CORDOBA,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"RELACIÓN TALLA-PESO Y FACTOR DE CONDICIÓN DEL GUABINO (Gobiomorus dormitor Lacépede, 1800) EN EL BAJO RÍO SINÚ, COLOMBIA.",Colombia,2011,Español,Papel,,WALBERTO TORRALVO,ACUICULTURA,UNIVERSIDAD DE CORDOBA,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"RELACIÓN LONGITUD-PESO Y FACTOR DE CONDICIÓN DE LA AGUJETA (Ctenolucius hujeta Valenciennes, 1850) EN LA CIÉNAGA GRANDE DE LORICA, COLOMBIA.",Colombia,2011,Español,Papel,,IRINA ARROYO,ACUICULTURA,UNIVERSIDAD DE CORDOBA,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"CUENTOS, MITOS Y LEYENDAS DEL SINÚ COMO ESTRATEGIA PARA ENSEÑAR A PRODUCIR TEXTOS ESCRITOS A LOS ESTUDIANTES DEL GRADO 5º DE LA INSTITUCIÓN EDUCATIVA JUAN XXIII, SEDES CENTRAL Y EL MINUTO DE DIOS DE MONTERÍA.",Colombia,2010,Español,Papel,,"CATERINE GUTIÉRREZ SÁNHEZ, ANABELLA COSTA SÁNCHEZ Y NEVIS NARANJO OSORIO",DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Relaciòn entre la Resilencia estudiantil con repitencia en niños de 6o grado de Ed.Bàsica Secundaria I.E Marceliano Polo,Colombia,2010,Español,Internet,,"Diana Cecilia EsquiviaLengua,Lucy Margarita Martìnez Vergara,Rut Margarita Espinosa Paternina",Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,Calidad de Vida de un grupo de personas desmovilizadas del conflicto armado que llevan 5 años en el proceso de reintegraciòn en Monterìa.,Colombia,2010,Español,Internet,,"Caterine Torres, Mariana Espinosa,Dina Luz Sola.",Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estado del arte de la problemàtica del reclutamiento de menores en Colombia durante el perìodo de 2000-2010 a la luz de las Ciencias Sociales y la Psicologìa.,Colombia,2010,Español,Papel,,Osvairo Lòpez Acosta,Psicologìa,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Càracterìsticas del proyecto de vida de las mujeres vìctimas de la violencia de pareja, atendidas en la Comisarìa de Familia de Monterìa , año 2010.",Colombia,2010,Español,Papel,,Sandra Lacouture Gònzalez y Marìa C.Hernàndez Doria.,Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"La Gestiòn del conocimiento escolar como estrategia de aprendizaje y formaciòn integral en niñas de Preescolar y Bàsica Primaria del Colegio La Sagrada Familia de la ciudad de Monterìa, años 2009, 2010.",Colombia,2010,Español,Papel,,Eliana Payares Paternina.,Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Factores generadores de estrès en empleados del Centro Ocular IPS de la ciudad de Monterìa.,Colombia,2010,Español,Papel,,Lidis Marìa Lòpez Hèrnandez,Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MERY RAQUEL CARDONA OVIEDO
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,CLUB DE LECTOESCRITURA COMO ESTRATEGIA METODOLÓGICA PARA CREAR HÁBITOS LECTOESCRITORES EN ESTUDIANTES DEL GRADO 1º 2 DE LA INSTITUCIÓN EDUCATIVA JOSÉ MARÍA CÓRDOBA DE MONTERÍA.,Colombia,2010,Español,Papel,,ANA CRISTINA MERLANO GÓMEZ Y JORGE LUIS JARABA TORDECILLA,DIPLOMADO EN EVALUACIÓN POR COMPETENCIA,CORPORACIÓN UNIVERSITARIA DEL CARIBE - CECAR,FRANCISCO WILLIAM MERCADO MERCADO
