grupo,categoria,Nivel_Academico,Titulo,Pais,ano,Idioma,Medio_divulgacion,Sitio_Web,Nombre_del_Orientado,Programa_Academico,Institucion,Autores
URBANITAS,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,ESTUDIO DE CASO: POSICIONAMIENTO ESTRÁTEGICO RESTAURANTE MORE,Colombia,2015,Español,CD-ROM/DVD,Funlam.edu.co/biblioteca,LAURA CAROLINA ZAPATA ARCILA ¿ SHANTALL ANDREA GONZALEZ DUQUE,Comunicación Social,UNIVERSIDAD CATOLICA LUIS AMIGO,LINA MARIA GONZALEZ CORREA
URBANITAS,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Estrategia de Comunicación Corporativa y Relacionamiento con Grupo de Interés, una propuesta para la Gobernación de Antioquia",Colombia,2013,Español,Papel,N/A,Tatiana Vasquéz,Maestría en Administración,UNIVERSIDAD DE ANTIOQUIA,EDWIN ANDRES SEPULVEDA CARDONA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Representaciones sociales y percepción de riesgo de los jóvenes y los profesionales en salud de la ciudad de Medellín frente a las adicciones comportamentales,Colombia,2020,Español,Papel,,Yuvirley Arenas Villa,Maestría en Salud Pública,Universidad Nacional del Rosario de Argentina,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Relación entre la dinámica familiar y la participación ciudadana,Colombia,2019,Español,Otro,,Juan Fernándo López,Maestría en Educación,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,El paso del ambiente familiar al escolar: estrategias de madres con formación en educación para acompañar a sus hijos.,Colombia,2019,Español,Otro,,Natalia Guzmán Atehortúa,Maestría en Educación,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,Acompañamiento de los padres de familia en el proceso escolar de los niños de básica primaria en la Institución educativa Cecilia de Lleras de la ciudad de Montería.,Colombia,2019,Español,Otro,,,Especialización en Gestión Educativa,UNIVERSIDAD CATOLICA LUIS AMIGO,ALEXANDER RODRIGUEZ BUSTAMANTE
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Evaluación de la eficacia de una propuesta de intervención en atención, memoria de trabajo y funciones ejecutivas en un paciente con esclerosis mesial temporal bilateral:Diseño experimental de caso único",Colombia,2018,Español,Papel,,Maria Luisa Betancourt,Maestría en Neuropsicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Rehabilitación neuropsicológica: análisis no experimental en un paciente con trauma craneoencefálico,Colombia,2018,Español,Papel,,Pablo Latorre Roldan,Maestría en Neuropsicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Perfil Neuropsicológico y habilidades adaptativas en niños entre 3-5 años que presentan retraso global del desarrollo,Colombia,2018,Español,Papel,,Gisela Caez,Maestría en Neuropsicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Frecuencia y severidad del trauma temprano en el deterioro cognitivo,Colombia,2018,Español,Papel,,Daniel Londoño,Maestría en Neuropsicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Entrenamiento computarizado en funciones ejecutivas y frontales en jóvenes con bajo rendimiento académico,Colombia,2018,Español,Papel,,Danicza Martinez,Maestría en Neuropsicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Rasgos de personalidad relacionados con niveles de acumulación TAU y amiloide,Colombia,2018,Español,Papel,,Ana Yulied Baena,Maestría en Neuropsicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Evaluación y rehabilitación neuropsicológica en un caso de cirugía de epilepsia del lóbulo temporal izquierdo. Estudio sistemático no experimental de caso único,Colombia,2018,Español,Papel,,Eliana Orozco,Maestría en Neuropsicología,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"La personalidad del docente, la motivación, el coeficiente intelectual y su relación con el rendimiento académico de los menores infractores del Centro Carlos Lleras Restrepo de la ciudad de Medellín",Colombia,2018,Español,Papel,,Alejandra Bustamante,Maestría en neuropsicopedadogía,UNIVERSIDAD CATOLICA LUIS AMIGO,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"le lectura extensiva y su relación con la memoria de trabajo, la velocidad de procesamiento, la motivación y el desarrollo de la competencia lecto escritural del inglés como lengua extranjera",Colombia,2018,Español,Papel,,Claudia Marcela Suescún,Maestría en neuropsicopedadogía,UNIVERSIDAD CATOLICA LUIS AMIGO,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Relación entre el coeficiente intelectual, el autoconcepto y los estilos de enseñanza con el rendimiento académico en niños de 9 a 14 años de edad",Colombia,2018,Español,Papel,,Carolina Velásquez,Maestría en neuropsicopedadogía,UNIVERSIDAD CATOLICA LUIS AMIGO,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,Proyecto de intervención psicoeducativa para la prevención del trabajo infantil minero en el municipio de El Bagre ¿ Antioquia,Colombia,2018,Español,Papel,,Jennifer Lorena Arango Londoño Luz Mary Jaraba Velásquez Carlos Andrés Montes Ríos,Especialización en Intervenciones Psicosociales,UNIVERSIDAD CATOLICA LUIS AMIGO,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,DISCURSOS SOBRE LA RESOCIALIZACIÓN,Colombia,2017,Español,Papel,,Mónica María Villa Gil,Maestría en Educación,TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Factores personales, socio-familiares y de atención asociados a la calidad de vida de los usuarios del Sistema de Atención al Habitante de Calle Adulto de Medellín, año 2015.",Colombia,2015,Español,Papel,,Yeni Alexandra Ramírez Mejía,Maestría en Epidemiología,UNIVERSIDAD CES,SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Doctorado,POTENCIAL DE DISPARIDAD ASOCIADO A ESQUIZOFRENIA EN CONSUMIDORES DE CANNABIS,Colombia,2014,Español,Papel,,Luz Angela Rojas Bernal,Doctorado en Ciencias de la Salud,UNIVERSIDAD CES,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Percepciones de los voluntarios de la defensa civil seccional Antioquia sobre los efectos que tiene en su salud mental, la intervención con emergencias, urgencias y desastres.",Colombia,2013,Español,Papel,,"YULEYSY BETANCUR VÁSQUEZ, MARÍA FERNANDA RENDÓN BLANDÓN , PAOLA ANDREA VELÁSQUEZ ARISTIZÁBAL",Psicología,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO,CESAR AUGUSTO JARAMILLO JARAMILLO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Efectos psicosociales asociados al desempleo en mujeres jefas de Hogar, entre los 30 y 50 años de edad del municipio de Sabaneta",Colombia,2013,Español,Papel,,"Cristina Carvajal Carvajal, Dora Castañeda Rivillas",Psicología,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO,CESAR AUGUSTO JARAMILLO JARAMILLO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Concepción de sentido de vida y actitudes frente al abandono en dos hogares geriátricos del municipio de Envigado.,Colombia,2013,Español,Papel,,Erika Julieth González Agudelo,Psicología,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO,CESAR AUGUSTO JARAMILLO JARAMILLO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Locura y Fármaco: ¿Exclusión o Inclusión?,Colombia,2012,Español,Papel,,Lina Maria Arboleda Molina,Psicología,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO,CESAR AUGUSTO JARAMILLO JARAMILLO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"DIAGNÓSTICO DE CLIMA ORGANIZACIONAL EN LA EMPRESA PORZZYNY, QUE PERMITA ORIENTAR ESTRATEGIAS DE MEJORAMIENTO ORGANIZACIONAL ENCAMINADAS AL INCREMENTO DEL COMPROMISO, LA PRODUCTIVIDAD Y LA LEALTAD HACIA LA EMPRESA.",Colombia,2012,Español,Papel,,YENNY ASTRID OCAMPO GÁMEZ,Psicología,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO,CESAR AUGUSTO JARAMILLO JARAMILLO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Doctorado,"EVALUACION DE LA EFECTIVIDAD DE UN PROGRAMA PARA LA PREVENCIÓN DEL CONSUMO DE CIGARRILLO EN ESCOLARES ADOLESCENTES DE SEXTO Y SÉPTIMO GRADO EN ALGUNOS CENTROS DE ENSEÑANZA DE CARTAGENA, COLOMBIA.",Colombia,2011,Español,Papel,,Zuleima Cogollo Milanes,Doctorado Interfacultades en Salud Pública,UNIVERSIDAD NACIONAL DE COLOMBIA,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Pensando el Modelo de Atencion del CIAF,Colombia,2009,Español,Papel,,Francisco Arias Zapata,Maestria en Psicologia,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Un modelo Psicosocial Educativo para el tratamiento de las Adicciones en Colombia. Sistematizacin de una Experiencia,España,2007,Español,Papel,,Alberto Ortega,Maestria en Drogodependencias,Universidad De Deusto De Bilbao,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,"Aplicacion de un programa Cognitivo conductual sobre estilos de afrontamiento en adolescentes entre lso 16 y 17 años que consumen drogas, residentes en la Comunidad Terapeutica San Gregoria, Colombia 2005- 2006",Colombia,2007,Español,Papel,,Sandra Quiroz Coral,Maestria en Drogodependencias,Universidad Nacional de Educación a Distancia,GUILLERMO ALONSO CASTANO PEREZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,Alternativas de tratamiento que se ofrecen a la ludopatía en el Área metropolitana,Colombia,2007,Español,,,GAIBOR M. Néstor. Y otros,Especialización En Farmacodependencia,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ADELAIDA STORTI CALDERON
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,Factores protectores y de riesgo a la drogadicción en adolescentes de 12 a 14 años en Instituciones educativas de Fe y Alegría. San José,Colombia,2005,Español,,,VARGAS A. Gloria A. Y otros,Especialización En Farmacodependencia,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA ADELAIDA STORTI CALDERON
AYELEN,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Efectos de la musicoterapia en las funciones ejecutivas en el trastorno del espectro autista,Colombia,2019,Español,CD-ROM/DVD,,Juanita Garcia Rodriguez,psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,ROLAN CORREA LOPEZ
AYELEN,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Memoria de trabajo en la discapacidad intelectual leve durante la etapa de la niñez intermedia: Una revisión documental,Colombia,2019,Español,CD-ROM/DVD,,"Carolina Parra, Karina Blanco, Ruby Liliana Chaparro",psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,ROLAN CORREA LOPEZ
AYELEN,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"INTERVENCION PSICOSOCIAL PARA OPTIMIZAR LA CALIDAD DE VIDA EN ADOLESCENTES EN CONFLICTO CON LA LEY, VINCULADOS AL CENTRO DE ORIENTACION JUVENIL LUIS AMIGO",Colombia,2015,Español,Papel,//www.funlam.edu.co/,KELLY JOHANA DIAZ MONTAÑO JESSICA PAOLA MIRANDA OSPINA ANGELA ROCIO TORRES CAÑON,Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,BENILDA LAYNE BERNAL
AYELEN,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Estrategias basadas en la expresión de afecto para la construcción de autoeestima en niños del primer grado de Colegio Alejandro Obragon,Colombia,2013,Español,Internet,,Olga Olivares,Psicología,UNIVERSIDAD CATOLICA LUIS AMIGO,BENILDA LAYNE BERNAL
AYELEN,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Vínculos, factores de riesgo e intervención psicosocial en las pandillas.",Colombia,2011,Español,Papel,,Leidy Metaute,Psicologia,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIELA INES SANCHEZ CARDONA
AYELEN,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Una aproximación a las representaciones sociales de los parches: con familia, entre sus integrantes y consigo mismos, en la localidad de Suba.",Colombia,2011,Español,Papel,,Alexandra Viuche,Psicologia,fundacvion universitaria luis amigò,MARIELA INES SANCHEZ CARDONA
AYELEN,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Lector de trabajos de grado y jurado de sustentaciones finales del programa de licenciatura en Pedagogía Reeducativa.,Colombia,2006,Español,Papel,,,Pedagogía Reeducativa,UNIVERSIDAD CATOLICA LUIS AMIGO,EDILBERTO PEREGRINO LASSO CARDENAS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,Autonomía de la Universidad de Córdoba: la presencia de las Autodefensas Unidas de Colombia (AUC) en el periodo 2003-2009,Colombia,2021,Español,Papel,,Teodoro Ibáñez Prada,Maestría en Ciencias Sociales,UNIVERSIDAD DE CORDOBA,HUBER YECID CASTRO ESCOBAR
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Herramientas didácticas como facilitadoras de la comunicación y el aprendizaje dentro del aula,Colombia,2021,Español,Internet,,Xilena Alvernia Robles,Comunicación Social,Universidad del Sinú - Elías Bechara Zainum,HUBER YECID CASTRO ESCOBAR
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Una propuesta pedagógica para fortalecer el proceso de enseñanza aprendizaje en los estudiantes con NEE en el Centro Educativo mi bello mundo en el municipio de Arboletes Antioquia,Colombia,2020,Español,Papel,,"María Camila Doria Salazar, Jessica Esther Martínez González",LICENCIATURA EN EDUCACIÓN PREESCOLAR,UNIVERSIDAD CATOLICA LUIS AMIGO,PAULJAVIER BEDOYA PASTRANA
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Una propuesta pedagógica para fortalecer el proceso de enseñanza aprendizaje en los estudiantes con NEE en el Centro Educativo mi bello mundo en el municipio de Arboletes Antioquia,Colombia,2020,Español,Papel,,,Preescolar,UNIVERSIDAD CATOLICA LUIS AMIGO,MARIA CLAUDIA DIAZ SOTOMAYOR
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,Factores Psicosociales que inciden en el embarazo precoz en las adolescentes entre 12 y 14 años en el municipio de Lorica,Colombia,2020,Español,Papel,,"Emilia Lorenza Buelvas Pacheco, Carmen Yalila Ramos Arteaga",PSICOLOGIA,UNIVERSIDAD CATOLICA LUIS AMIGO,PAULJAVIER BEDOYA PASTRANA
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,La Imagen en la Geografía Escolar para la Construcción del Pensamiento crítico: I. E. Trementino Arriba,Colombia,2020,Español,Papel,//repositorio.unicordoba.edu.co/bitstream/handle/ucordoba/3501/JavierGorrostola-Jessica%20guerra.pdf?sequence=1&isAllowed=y,Javier Arturo Gorrostola Nadad;  Jessica Tatiana Guerra Olascoaga,Maestría en Ciencias Sociales,UNIVERSIDAD DE CORDOBA,HUBER YECID CASTRO ESCOBAR
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Análisis de la efectidad de la ley , en la atención de victimas en el municipio de Cotorra periodo 2014- 2017",Colombia,2018,Español,Papel,,"JAVIER ELIAS CASILLAS SALGADO, ALEJANDRA LOAIZA CASTAÑO, LUIS CARLOS RAMOS RUIZ",Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,CARLOS RODRIGUEZ SANTOS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Políticas públicas como instrumento de garantía de no repetición del conflicto armado en grupos étnicos del municipio de San José de Uré, Córdoba",Colombia,2018,Español,Papel,,"Luis Carlos Zapata Jattin, Carolina Oyola Acuña, Dany Alexandra Morales Botero, Aracelly Córdoba Julio, Samia Francis Villadiego, Karolain Ballesteros",Derecho,UNIVERSIDAD CATOLICA LUIS AMIGO,CARLOS RODRIGUEZ SANTOS
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Una mirada jurídica a la situación de los niños, niñas y adolescentes en riesgo de vinculación a los grupos armados ilegales",Colombia,2018,Español,Papel,//www.funlam.edu.co/modules/generalinternet/item.php?itemid=354,"Fabio Camilo Gómez Barguil,Diana Marcela Madrid Solano,Rogelio Andrés Ruiz Arcón",DERECHO,UNIVERSIDAD CATOLICA LUIS AMIGO,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"Delitos que cometen los grupos armados ilegales o actores del conflicto armado  al incurrir al reclutamiento forzado o ¿voluntario¿ de los niños, niñas y adolescentes del Urabá Antioqueño y Córdoba.",Colombia,2018,Español,Papel,//www.funlam.edu.co/modules/generalinternet/item.php?itemid=354,"Fabio Camilo Gómez Barguil,Diana Marcela Madrid Solano,Rogelio Andrés Ruiz Arcón",DERECHO,UNIVERSIDAD CATOLICA LUIS AMIGO,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Pregrado,"INTEGRACIÓN LABORAL DE PERSONAS CON DISCAPACIDAD FÍSICA QUE LABORAN EN INSTITUCIONES PÚBLICAS EN LA CIUDAD DE PANAMÁ, AÑO 2017",Colombia,2018,Español,Papel,,Carlos Isaac Thorne R.,Licenciado en Trabajo Social y Desarrollo Humano,UNIVERSIDAD METROPOLITANA DE CIENCIA Y TECNOLOGIA - UMECIT,LIVIA DIAZ GONZALEZ
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Maestría,POLÍTICAS DE FORMACIÓN DOCENTE EN COLOMBIA (1994 - 2014). EL CASO DE MONTERÍA.,Colombia,2017,Español,Papel,,"Jessica Lorea Casarrubia Ruíz, Dina María Ramos González",MAESTRIA EN EDUCACION,UNIVERSIDAD DE CORDOBA,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"Establecimiento de un jardín botánico de plantas medicinales tradicionales de la etnia Zenú, como fundamento de apropiación y aplicación en diversas situaciones educativas con niños de sexto grado de la institución educativa técnica agropecuaria de cerró Vidales (Tuchin ¿ córdoba",Colombia,2017,Español,Papel,//www.funlam.edu.co/modules/generalinternet/item.php?itemid=354,"Álvaro Antonio, Jiménez Salgado",ESPECIALIZACIÓN EN GERENCIA AMBIENTAL,UNIVERSIDAD CATOLICA LUIS AMIGO,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,PROYECTO TECNOLOGICO (TIC`S) PADRES Y ESTUDIANTES CIBERNÉTICOS,Colombia,2017,Español,Papel,//www.funlam.edu.co/modules/generalinternet/item.php?itemid=354,"ADALBERTO GUZMÁN,  JUAN CARLOS HOYOS,  ENDERSON GUZMÁN",ESPECIALIZACION EN GERENCIA EDUCATIVA,UNIVERSIDAD CATOLICA LUIS AMIGO,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,ESTRATEGIAS DE ENSEÑANZA APRENDIZAJE EN LOS PADRES DE FAMILIA DE LA INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS DE MOMIL CÓRDOBA ENFOCADAS EN EL BUEN USO DE LAS HERRAMIENTAS WEB 2.0.,Colombia,2017,Español,Papel,//www.funlam.edu.co/modules/generalinternet/item.php?itemid=354,"Diana Carbonó,  Alfonso Castellanos,  Malfida Martínez",ESPECIALIZACION EN GERENCIA EDUCATIVA,UNIVERSIDAD CATOLICA LUIS AMIGO,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,¿Principales causas del bajo rendimiento en el área de matemáticas de los estudiantes de la Institución educativa San Jorge¿.,Colombia,2017,Español,Papel,//www.funlam.edu.co/modules/generalinternet/item.php?itemid=354,LEDWIN LOZANO RAMOS,ESPECIALIZACION EN GERENCIA EDUCATIVA,UNIVERSIDAD CATOLICA LUIS AMIGO,VICTOR TERAN REALES
CALIDAD DE VIDA,Jurado/Comisiones evaluadoras de trabajo de grado,Curso de perfeccionamiento/especialización,"Cultura alimenticia en los estudiantes de básica secundaria y media de la institución educativa Cristobal Colón de Cereté, Córdoba: una mirada desde las representaciones sociales.",Colombia,2017,Español,CD-ROM/DVD,,"Yarlenis Peñalosa  Barreto,  Carlos Sierra Martínez",ESPECIALIZACION EN GERENCIA EDUCATIVA,UNIVERSIDAD CATOLICA LUIS AMIGO,PAULJAVIER BEDOYA PASTRANA
